"","ID","Title","Director","Genre"
"984",8068,"Desperado","Robert Rodriguez"," Thriller    Action    Crime               "
"985",20352,"Despicable Me","Pierre Coffin"," Animation    Family                  "
"986",93456,"Despicable Me 2","Pierre Coffin"," Animation    Comedy    Family               "
"987",68684,"Detention","Joseph Kahn"," Horror    Comedy    Science Fiction               "
"988",139715,"Detention of the Dead","Alex Craig Mann"," Comedy    Horror                  "
"989",25212,"Deterrence","Rod Lurie"," Action    Drama    Mystery    Thriller            "
"990",9781,"Detroit Rock City","Adam Rifkin"," Comedy    Music                  "
"991",11453,"Deuce Bigalow: European Gigolo","Mike Bigelow"," Comedy                     "
"992",10402,"Deuce Bigalow: Male Gigolo","Mike Mitchell"," Comedy                     "
"993",13201,"Deuces Wild","Scott Kalvert"," Action    Crime    Drama    Romance            "
"994",44040,"Devil","John Erick Dowdle"," Horror    Mystery    Thriller               "
"995",79316,"Devil's Due","Matt Bettinelli-Olpin"," Horror                     "
"996",325579,"Diamond Ruff","","                     "
"997",681,"Diamonds Are Forever","Guy Hamilton"," Adventure    Action    Thriller               "
"998",16186,"Diary of a Mad Black Woman","Darren Grant"," Comedy    Drama    Romance               "
"999",33217,"Diary of a Wimpy Kid","Thor Freudenthal"," Comedy    Family                  "
"1000",82650,"Diary of a Wimpy Kid: Dog Days","David Bowers"," Comedy    Family                  "
"1001",60307,"Diary of a Wimpy Kid: Rodrick Rules","David Bowers"," Family    Comedy                  "
"1002",13025,"Diary of the Dead","George A. Romero"," Horror    Action    Science Fiction               "
"1003",16406,"Dick","Andrew Fleming"," Comedy                     "
"1004",8592,"Dick Tracy","Warren Beatty"," Adventure    Action    Comedy    Thriller    Crime         "
"1005",13778,"Dickie Roberts: Former Child Star","Sam Weisman"," Comedy                     "
"1006",24438,"Did You Hear About the Morgans?","Marc Lawrence"," Comedy                     "
"1007",36669,"Die Another Day","Lee Tamahori"," Adventure    Action    Thriller               "
"1008",562,"Die Hard","John McTiernan"," Action    Thriller                  "
"1009",1573,"Die Hard 2","Renny Harlin"," Action    Thriller                  "
"1010",1572,"Die Hard: With a Vengeance","John McTiernan"," Action    Thriller                  "
"1011",20455,"Digimon: The Movie","Mamoru Hosoda"," Fantasy    Animation    Science Fiction    Family            "
"1012",74084,"Dil Jo Bhi Kahey...","Romesh Sharma"," Romance                     "
"1013",13776,"Diner","Barry Levinson"," Comedy    Drama                  "
"1014",38778,"Dinner for Schmucks","Jay Roach"," Comedy                     "
"1015",22617,"Dinner Rush","Bob Giraldi"," Drama    Action    Thriller               "
"1016",10567,"Dinosaur","Ralph Zondag"," Animation    Family                  "
"1017",291870,"Dirty Grandpa","Dan Mazer"," Comedy                     "
"1018",3472,"Dirty Pretty Things","Stephen Frears"," Crime    Drama    Thriller               "
"1019",14577,"Dirty Work","Bob Saget"," Comedy                     "
"1020",13805,"Disaster Movie","Jason Friedberg"," Action    Comedy                  "
"1021",8984,"Disclosure","Barry Levinson"," Drama    Thriller    Crime    Mystery    Romance         "
"1022",17654,"District 9","Neill Blomkamp"," Science Fiction                     "
"1023",10045,"District B13","Pierre Morel"," Action    Thriller    Science Fiction               "
"1024",8271,"Disturbia","D.J. Caruso"," Thriller    Drama    Mystery               "
"1025",9424,"Disturbing Behavior","David Nutter"," Mystery    Horror    Science Fiction               "
"1026",157350,"Divergent","Neil Burger"," Adventure    Action    Science Fiction               "
"1027",9583,"Divine Secrets of the Ya-Ya Sisterhood","Callie Khouri"," Comedy    Drama    Romance               "
"1028",68718,"Django Unchained","Quentin Tarantino"," Drama    Western                  "
"1029",925,"Do the Right Thing","Spike Lee"," Drama                     "
"1030",309425,"Do You Believe?","Jon Gunn"," Fantasy    Drama                  "
"1031",9053,"DOA: Dead or Alive","Corey Yuen Kwai"," Adventure    Action    Thriller               "
"1032",272724,"Doc Holliday's Revenge","David DeCoteau"," Western                     "
"1033",3050,"Doctor Dolittle","Betty Thomas"," Comedy    Family    Fantasy               "
"1034",907,"Doctor Zhivago","David Lean"," Drama    Romance    War               "
"1035",9472,"DodgeBall: A True Underdog Story","Rawson Marshall Thurber"," Comedy                     "
"1036",1832,"Dogma","Kevin Smith"," Fantasy    Comedy    Adventure               "
"1037",38810,"Dogtooth","Yorgos Lanthimos"," Drama                     "
"1038",1282,"Dogtown and Z-Boys","Stacy Peralta"," Documentary                     "
"1039",62837,"Dolphin Tale","Charles Martin Smith"," Drama    Family                  "
"1040",227735,"Dolphin Tale 2","Charles Martin Smith"," Family    Drama                  "
"1041",57612,"Dolphins and Whales: Tribes of the Ocean","Jean-Jacques Mantello"," Documentary                     "
"1042",192134,"Dom Hemingway","Richard Shepard"," Comedy    Crime    Drama               "
"1043",11456,"Domestic Disturbance","Harold Becker"," Mystery    Thriller    Crime               "
"1044",9923,"Domino","Tony Scott"," Action    Crime                  "
"1045",138697,"Don Jon","Joseph Gordon-Levitt"," Romance    Comedy    Drama               "
"1046",1909,"Don Juan DeMarco","Jeremy Leven"," Romance    Drama    Comedy               "
"1047",35689,"Don McKay","Jake Goldberger"," Crime    Mystery    Thriller               "
"1048",13429,"Donkey Punch","Olly Blackburn"," Horror    Drama    Thriller    Crime            "
"1049",9366,"Donnie Brasco","Mike Newell"," Crime    Drama    Thriller               "
"1050",141,"Donnie Darko","Richard Kelly"," Fantasy    Drama    Mystery               "
"1051",15875,"Donovan's Reef","John Ford"," Adventure    Comedy    Romance               "
"1052",46261,"Don't Be Afraid of the Dark","Troy Nixey"," Fantasy    Horror    Thriller               "
"1053",12103,"Don't Say a Word","Gary Fleder"," Thriller                     "
"1054",24432,"Doogal","Frank Passingham"," Family                     "
"1055",8814,"Doom","Andrzej Bartkowiak"," Adventure    Action    Horror               "
"1056",13460,"Doomsday","Neil Marshall"," Action    Thriller    Science Fiction               "
"1057",308639,"Dope","Rick Famuyiwa"," Crime    Drama    Comedy               "
"1058",9594,"Double Impact","Sheldon Lettich"," Thriller    Action    Crime    Drama            "
"1059",10398,"Double Jeopardy","Bruce Beresford"," Crime    Drama    Mystery    Thriller            "
"1060",18828,"Double Take","George Gallo"," Adventure    Drama    Action    Comedy    Romance         "
"1061",14359,"Doubt","John Patrick Shanley"," Drama    Mystery                  "
"1062",16508,"Doug's 1st Movie","Maurice Joyce"," Animation    Family    Comedy               "
"1063",114065,"Down & Out With The Dolls",""," Comedy    Music                  "
"1064",7870,"Down in the Valley","David Jacobson"," Drama    Romance                  "
"1065",42151,"Down Terrace","Ben Wheatley"," Drama    Action    Comedy               "
"1066",16300,"Down to Earth","Chris Weitz"," Fantasy    Comedy    Science Fiction    Romance            "
"1067",10472,"Down to You","Kris Isacsson"," Comedy    Drama    Family    Romance            "
"1068",613,"Downfall","Oliver Hirschbiegel"," Drama    History    War               "
"1069",10808,"Dr. Dolittle 2","Aldric La'Auli Porter"," Comedy    Family    Romance    Fantasy            "
"1070",646,"Dr. No","Terence Young"," Adventure    Action    Thriller               "
"1071",935,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Stanley Kubrick"," Drama    Comedy    War               "
"1072",6114,"Dracula","Francis Ford Coppola"," Romance    Horror                  "
"1073",10577,"Dracula 2000","Patrick Lussier"," Thriller    Horror                  "
"1074",49017,"Dracula Untold","Gary Shore"," Horror    Action    Drama    Fantasy    War         "
"1075",55616,"Dracula: Pages from a Virgin's Diary","Guy Maddin"," Horror                     "
"1076",200505,"Draft Day","Ivan Reitman"," Drama                     "
"1077",16871,"Drag Me to Hell","Sam Raimi"," Horror    Thriller                  "
"1078",300168,"Dragon Blade","Daniel Lee"," Action    Drama    Adventure               "
"1079",10800,"Dragon Hunters","Guillaume Ivernel"," Animation    Family                  "
"1080",257932,"Dragon Nest: Warriors' Dawn","Yuefeng Song"," Adventure    Family    Fantasy    Animation            "
"1081",10253,"Dragon Wars: D-War","Shim Hyung-Rae"," Fantasy    Drama    Horror    Action    Thriller    Science Fiction      "
"1082",14164,"Dragonball Evolution","James Wong"," Action    Adventure    Fantasy    Science Fiction    Thriller         "
"1083",10052,"Dragonfly","Tom Shadyac"," Drama                     "
"1084",8840,"DragonHeart","Rob Cohen"," Fantasy                     "
"1085",848,"Dragonslayer","Matthew Robbins"," Fantasy                     "
"1086",69668,"Dream House","Jim Sheridan"," Drama    Thriller    Mystery               "
"1087",47686,"Dream with the Fishes",""," Comedy                     "
"1088",6171,"Dreamcatcher","Lawrence Kasdan"," Drama    Horror    Science Fiction    Thriller            "
"1089",12920,"Dreamer: Inspired By a True Story","John Gatins"," Drama    Family                  "
"1090",1125,"Dreamgirls","Bill Condon"," Drama                     "
"1091",108346,"Dreaming of Joseph Lees","Eric Styles"," Romance    Drama                  "
"1092",49049,"Dredd","Pete Travis"," Action    Science Fiction                  "
"1093",11033,"Dressed to Kill","Brian De Palma"," Horror    Mystery    Thriller               "
"1094",8457,"Drillbit Taylor","Steven Brill"," Comedy                     "
"1095",172533,"Drinking Buddies","Joe Swanberg"," Romance    Drama                  "
"1096",64690,"Drive","Nicolas Winding Refn"," Drama    Action    Thriller    Crime            "
"1097",47327,"Drive Angry","Patrick Lussier"," Fantasy    Thriller    Action    Crime            "
"1098",256092,"Drive Hard","Brian Trenchard-Smith"," Action    Comedy    Crime               "
"1099",14429,"Drive Me Crazy","John Schultz"," Drama    Comedy    Romance    Family            "
"1100",10477,"Driven","Renny Harlin"," Action                     "
"1101",11404,"Driving Lessons","Jeremy Brock"," Drama    Comedy                  "
"1102",403,"Driving Miss Daisy","Bruce Beresford"," Comedy    Drama                  "
"1103",10490,"Drop Dead Gorgeous","Michael Patrick Jann"," Comedy                     "
"1104",25166,"Drowning Mona","Nick Gomez"," Comedy    Crime    Mystery               "
"1105",13497,"Drumline","Charles Stone III"," Drama    Romance    Comedy    Music            "
"1106",255266,"Dry Spell","Travis Legge"," Comedy    Romance                  "
"1107",10375,"D-Tox","Jim Gillespie"," Action    Thriller                  "
"1108",272726,"Dude Where's My Dog?","Stephen Langford"," Family                     "
"1109",8859,"Dude, Where’s My Car?","Paul N. Martin"," Comedy                     "
"1110",17709,"Dudley Do-Right","Hugh Wilson"," Comedy    Family    Romance               "
"1111",41733,"Due Date","Todd Phillips"," Comedy    Drama                  "
"1112",32275,"Duel in the Sun","King Vidor"," Western                     "
"1113",18074,"Duets","Bruce Paltrow"," Comedy    Drama    Music               "
"1114",63006,"Dum Maaro Dum","Rohan Sippy"," Drama    Action    Crime    Foreign            "
"1115",15907,"Duma","Carroll Ballard"," Adventure    Drama    Family               "
"1116",8467,"Dumb and Dumber","Bobby Farrelly"," Comedy                     "
"1117",100042,"Dumb and Dumber To","Bobby Farrelly"," Comedy                     "
"1118",10152,"Dumb and Dumberer: When Harry Met Lloyd","Troy Miller"," Comedy                     "
"1119",841,"Dune","David Lynch"," Action    Science Fiction    Adventure               "
"1120",9288,"Dungeons & Dragons: Wrath of the Dragon God","Gerry Lively"," Action    Adventure    Fantasy               "
"1121",7288,"Duplex","Danny DeVito"," Action    Comedy    Thriller               "
"1122",16558,"Duplicity","Tony Gilroy"," Romance    Comedy    Crime               "
"1123",366967,"Dutch Kills","Joseph Mazzella"," Thriller    Crime    Drama               "
"1124",239897,"Dwegons","Tom Walsh"," Animation                     "
"1125",297596,"Dying of the Light","Paul Schrader"," Thriller    Drama                  "
"1126",43935,"Dylan Dog: Dead of Night","Kevin Munroe"," Action    Comedy    Horror    Mystery    Science Fiction    Thriller      "
"1127",98557,"Dysfunctional Friends","Corey Grant"," Comedy    Romance                  "
"1128",17995,"DysFunktional Family","George Gallo"," Comedy    Documentary                  "
"1129",601,"E.T. the Extra-Terrestrial","Steven Spielberg"," Science Fiction    Adventure    Family    Fantasy            "
"1130",13027,"Eagle Eye","D.J. Caruso"," Mystery    Thriller    Action               "
"1131",7504,"Earth","Deepa Mehta"," Drama                     "
"1132",238603,"Earth to Echo","Dave Green"," Family    Adventure    Science Fiction               "
"1133",10557,"East Is East","Damien O'Donnell"," Comedy                     "
"1134",2252,"Eastern Promises","David Cronenberg"," Thriller    Crime    Mystery               "
"1135",37735,"Easy A","Will Gluck"," Comedy                     "
"1136",29920,"Easy Money","Daniel Espinosa"," Drama    Thriller    Crime               "
"1137",16899,"Easy Virtue","Stephan Elliott"," Comedy    Romance                  "
"1138",38167,"Eat Pray Love","Ryan Murphy"," Drama                     "
"1139",270554,"Echo Dr.","Patrick Ryan Sims"," Thriller    Action    Drama    Science Fiction            "
"1140",44562,"Ed and His Dead Mother","Jonathan Wacks"," Comedy                     "
"1141",522,"Ed Wood","Tim Burton"," Comedy    Drama    History               "
"1142",319888,"Eddie the Eagle","Dexter Fletcher"," Comedy    Drama    History               "
"1143",100275,"Eddie: The Sleepwalking Cannibal","Boris Rodriguez"," Horror    Comedy                  "
"1144",360339,"Eden","Shyam Madiraju"," Thriller    Drama                  "
"1145",13510,"Eden Lake","James Watkins"," Horror    Thriller                  "
"1146",12201,"Edge of Darkness","Martin Campbell"," Crime    Drama    Mystery    Thriller            "
"1147",137113,"Edge of Tomorrow","Doug Liman"," Action    Science Fiction                  "
"1148",18191,"Edmond","Stuart Gordon"," Drama    Thriller                  "
"1149",11374,"Edtv","Ron Howard"," Comedy                     "
"1150",162,"Edward Scissorhands","Tim Burton"," Fantasy    Drama    Romance               "
"1151",9036,"Eight Below","Frank Marshall"," Adventure    Drama    Family               "
"1152",8869,"Eight Legged Freaks","Ellory Elkayem"," Action    Comedy    Horror    Thriller            "
"1153",9367,"El Mariachi","Robert Rodriguez"," Action    Crime    Thriller               "
"1154",119657,"El Rey de Najayo","Fernando Baez Mella"," Crime    Drama                  "
"1155",9451,"Election","Alexander Payne"," Comedy                     "
"1156",9947,"Elektra","Rob Bowman"," Action    Fantasy                  "
"1157",10719,"Elf","Jon Favreau"," Comedy    Family    Fantasy               "
"1158",7347,"Elite Squad","Jos\u00e9 Padilha"," Drama    Action    Crime               "
"1159",4518,"Elizabeth","Shekhar Kapur"," Drama    History                  "
"1160",4517,"Elizabeth: The Golden Age","Shekhar Kapur"," Drama    History    Romance               "
"1161",9621,"Elizabethtown","Cameron Crowe"," Comedy    Drama    Romance               "
"1162",14442,"Ella Enchanted","Jean Bourne"," Family    Fantasy    Comedy               "
"1163",6007,"Elling","Petter N\u00e6ss"," Comedy    Drama                  "
"1164",22013,"Elmer Gantry","Richard Brooks"," Drama                     "
"1165",268171,"Elsa & Fred","Michael Radford"," Comedy    Family    Romance               "
"1166",68724,"Elysium","Neill Blomkamp"," Science Fiction    Action    Drama    Thriller            "
"1167",146882,"Elza","Mariette Monpierre"," Drama                     "
"1168",183894,"Emma","Jim O'Hanlon"," Romance    Comedy    Drama               "
"1169",9794,"Employee of the Month","Greg Coolidge"," Comedy    Romance                  "
"1170",4523,"Enchanted","Kevin Lima"," Comedy    Family    Fantasy    Romance            "
"1171",9946,"End of Days","William M. Elvin"," Action    Fantasy    Horror    Mystery            "
"1172",14120,"End of the Spear","Jim Hanon"," Adventure    Drama                  "
"1173",77016,"End of Watch","David Ayer"," Crime    Drama    Thriller               "
"1174",80274,"Ender's Game","Gavin Hood"," Science Fiction    Action    Adventure               "
"1175",226857,"Endless Love","Shana Feste"," Drama    Romance                  "
"1176",853,"Enemy at the Gates","Jean-Jacques Annaud"," War                     "
"1177",9798,"Enemy of the State","Tony Scott"," Action    Drama    Thriller               "
"1178",1957,"Enough","Michael Apted"," Drama    Thriller                  "
"1179",209263,"Enough Said","Nicole Holofcener"," Comedy    Drama    Romance               "
"1180",98568,"Enter Nowhere","Jack Heller"," Mystery    Science Fiction    Thriller               "
"1181",176077,"Enter the Dangerous Mind","Youssef Delara"," Thriller                     "
"1182",34647,"Enter the Void","Gaspar No\u00e9"," Fantasy    Drama                  "
"1183",1844,"Entrapment","James Armstrong"," Romance    Drama    Mystery               "
"1184",10710,"Envy","Barry Levinson"," Comedy                     "
"1185",116711,"Epic","Chris Wedge"," Animation    Adventure    Family    Fantasy            "
"1186",9760,"Epic Movie","Jason Friedberg"," Action    Adventure    Comedy               "
"1187",7299,"Equilibrium","Kurt Wimmer"," Action    Science Fiction    Thriller               "
"1188",2486,"Eragon","Stefen Fangmeier"," Fantasy    Action    Adventure    Family            "
"1189",9268,"Eraser","Chuck Russell"," Action    Drama    Mystery    Thriller            "
"1190",985,"Eraserhead","David Lynch"," Drama    Fantasy    Horror    Science Fiction            "
"1191",462,"Erin Brockovich","Steven Soderbergh"," Drama                     "
"1192",126319,"Ernest & Celestine","St\u00e9phane Aubier"," Animation    Comedy    Drama    Family            "
"1193",10734,"Escape from Alcatraz","Don Siegel"," Crime    Drama                  "
"1194",10061,"Escape from L.A.","John Carpenter"," Action    Adventure    Science Fiction    Thriller            "
"1195",1103,"Escape from New York","John Carpenter"," Science Fiction    Action                  "
"1196",68179,"Escape from Planet Earth","Callan Brunker"," Animation    Comedy    Adventure    Family    Science Fiction         "
"1197",1687,"Escape from the Planet of the Apes","Don Taylor"," Action    Science Fiction                  "
"1198",158752,"Escape from Tomorrow","Randy Moore"," Horror    Fantasy                  "
"1199",107846,"Escape Plan","Mikael H\u00e5fstr\u00f6m"," Action    Thriller                  "
"1200",255343,"Escobar: Paradise Lost","Andrea Di Stefano"," Thriller    Romance                  "
"1201",38,"Eternal Sunshine of the Spotless Mind","Michel Gondry"," Science Fiction    Drama    Romance               "
"1202",16358,"Eulogy","Michael Clancy"," Comedy    Drama                  "
"1203",9352,"EuroTrip","Jeff Schaffer"," Comedy                     "
"1204",2698,"Evan Almighty","Tom Shadyac"," Fantasy    Comedy    Family               "
"1205",8413,"Event Horizon","Paul W.S. Anderson"," Horror    Science Fiction    Mystery               "
"1206",9454,"Ever After: A Cinderella Story","Andy Tennant"," Drama    Romance    Comedy               "
"1207",253412,"Everest","Baltasar Korm\u00e1kur"," Adventure    Drama                  "
"1208",26171,"Everybody's Fine","Kirk Jones"," Drama                     "
"1209",9716,"Everyone Says I Love You","Woody Allen"," Music    Comedy    Romance               "
"1210",45658,"Everything Must Go","Dan Rush"," Comedy    Drama    Romance               "
"1211",81220,"Everything Put Together","Marc Forster"," Drama                     "
"1212",11624,"Everything You Always Wanted to Know About Sex *But Were Afraid to Ask","Woody Allen"," Comedy                     "
"1213",45153,"Eve's Bayou","Kasi Lemmons"," Drama                     "
"1214",109428,"Evil Dead","Fede Alvarez"," Horror                     "
"1215",765,"Evil Dead II","Sam Raimi"," Horror    Comedy    Fantasy               "
"1216",50538,"Evil Words","\u00c9ric Tessier"," Horror    Mystery    Thriller               "
"1217",8818,"Evita","Alan Parker"," History    Drama    Music               "
"1218",330770,"Evolution","Lucile Hadzihalilovic"," Mystery    Drama    Horror               "
"1219",264660,"Ex Machina","Alex Garland"," Drama    Science Fiction                  "
"1220",29917,"Exam","Stuart Hazeldine"," Thriller    Mystery                  "
"1221",24227,"Excessive Force","Jon Hess"," Action                     "
"1222",2320,"Executive Decision","Stuart Baird"," Action    Adventure    Drama    Thriller            "
"1223",13807,"Exiled","Johnnie To"," Action    Crime    Thriller               "
"1224",1946,"eXistenZ","David Cronenberg"," Action    Thriller    Science Fiction    Horror            "
"1225",10877,"Exit Wounds","Andrzej Bartkowiak"," Action    Crime    Thriller               "
"1226",147441,"Exodus: Gods and Kings","Ridley Scott"," Adventure    Drama    Action               "
"1227",11586,"Exorcist II: The Heretic","John Boorman"," Horror    Thriller    Fantasy               "
"1228",11026,"Exorcist: The Beginning","Renny Harlin"," Horror    Mystery    Thriller               "
"1229",20156,"Exotica","Atom Egoyan"," Drama    Mystery                  "
"1230",12569,"Extract","Mike Judge"," Comedy                     "
"1231",27569,"Extraordinary Measures","Tom Vaughan"," Drama                     "
"1232",11306,"Extreme Measures","Michael Apted"," Drama    Thriller                  "
"1233",15544,"Extreme Movie","Adam Jay Epstein"," Comedy                     "
"1234",15074,"Extreme Ops","Christian Duguay"," Action    Adventure    Drama    Thriller            "
"1235",64685,"Extremely Loud & Incredibly Close","Stephen Daldry"," Drama                     "
"1236",17182,"Eye for an Eye","John Schlesinger"," Drama    Thriller                  "
"1237",18681,"Eye of the Beholder","Stephan Elliott"," Drama    Mystery    Thriller               "
"1238",46849,"Eye of the Dolphin","Michael D. Sellers"," Drama                     "
"1239",345,"Eyes Wide Shut","Stanley Kubrick"," Mystery    Drama                  "
"1240",28932,"F.I.S.T.","Norman Jewison"," Drama    Action                  "
"1241",43743,"Fabled",""," Drama    Mystery    Thriller               "
"1242",754,"Face/Off","John Woo"," Action    Crime    Science Fiction    Thriller            "
"1243",18925,"Facing the Giants","Alex Kendrick"," Drama                     "
"1244",12271,"Factory Girl","George Hickenlooper"," Drama                     "
"1245",1777,"Fahrenheit 9/11","Michael Moore"," Documentary                     "
"1246",6877,"Failure to Launch","Tom Dey"," Comedy                     "
"1247",38363,"Fair Game","Doug Liman"," Drama    Thriller                  "
"1248",211086,"Faith Connections","Pan Nalin"," Documentary    Drama                  "
"1249",29697,"Faith Like Potatoes","Regardt van den Bergh"," Drama                     "
"1250",47502,"Faithful","Paul Mazursky"," Comedy    Crime    Drama               "
"1251",270938,"Falcon Rising","Ernie Barbarash"," Adventure    Action                  "
"1252",28665,"Fame","Kevin Tancharoen"," Music    Comedy    Drama    Romance            "
"1253",5854,"Family Plot","Alfred Hitchcock"," Comedy    Crime    Thriller               "
"1254",756,"Fantasia","David Hand"," Animation    Family    Music               "
"1255",49948,"Fantasia 2000","James Algar"," Animation    Family    Music               "
"1256",1979,"Fantastic 4: Rise of the Silver Surfer","Tim Story"," Adventure    Fantasy    Action    Thriller            "
"1257",166424,"Fantastic Four","Josh Trank"," Action    Adventure    Science Fiction               "
"1258",10315,"Fantastic Mr. Fox","Wes Anderson"," Adventure    Animation    Comedy    Family            "
"1259",10712,"Far from Heaven","Todd Haynes"," Drama    Romance                  "
"1260",283708,"Far from Men","David Oelhoffen"," Drama    War                  "
"1261",12486,"Farce of the Penguins","Bob Saget"," Comedy    Documentary                  "
"1262",71547,"Fascination","Klaus Menzel"," Romance    Thriller                  "
"1263",51497,"Fast Five","Justin Lin"," Action    Thriller    Crime               "
"1264",13342,"Fast Times at Ridgemont High","Amy Heckerling"," Comedy                     "
"1265",41283,"Faster","George Tillman, Jr."," Crime    Drama    Action    Thriller            "
"1266",15045,"Fat Albert","Joel Zwick"," Comedy    Drama    Family               "
"1267",72914,"Fat, Sick & Nearly Dead","Joe Cross"," Documentary                     "
"1268",10998,"Fatal Attraction","Adrian Lyne"," Drama    Romance    Thriller               "
"1269",41508,"Fateless","Lajos Koltai"," War    Drama                  "
"1270",1878,"Fear and Loathing in Las Vegas","Terry Gilliam"," Adventure    Drama    Comedy               "
"1271",287524,"Fear Clinic","Robert Hall"," Horror                     "
"1272",9544,"FearDotCom","William Malone"," Horror    Thriller                  "
"1273",10070,"Feast","John Gulager"," Action    Comedy    Horror               "
"1274",47692,"Felicia's Journey","Atom Egoyan"," Drama                     "
"1275",9280,"Femme Fatale","Brian De Palma"," Thriller    Crime    Romance               "
"1276",46729,"Fetching Cody","David Ray"," Comedy    Drama    Fantasy    Romance    Science Fiction         "
"1277",11431,"Fever Pitch","Bobby Farrelly"," Comedy    Drama    Romance               "
"1278",14811,"Fiddler on the Roof","Norman Jewison"," Drama    Romance                  "
"1279",10288,"Fido","Andrew Currie"," Romance    Comedy    Drama    Horror            "
"1280",17622,"Fifty Dead Men Walking","Kari Skogland"," Action    Thriller                  "
"1281",351819,"Fifty Shades of Black","Michael Tiddes"," Romance    Comedy                  "
"1282",216015,"Fifty Shades of Grey","Sam Taylor-Johnson"," Drama    Romance    Thriller               "
"1283",550,"Fight Club","David Fincher"," Drama                     "
"1284",380733,"Fight to the Finish","Warren Sheppard"," Romance    Action                  "
"1285",385383,"Fight Valley","Rob Hawk"," Action    Drama                  "
"1286",47534,"Fighting Tommy Riley","Eddie O'Flaherty"," Action    Adventure    Drama               "
"1287",84197,"Filly Brown","Michael D. Olmos"," Drama                     "
"1288",9532,"Final Destination","James Wong"," Horror                     "
"1289",9358,"Final Destination 2","David R. Ellis"," Horror    Mystery                  "
"1290",9286,"Final Destination 3","James Wong"," Horror    Mystery                  "
"1291",55779,"Final Destination 5","Steven Quale"," Horror    Mystery                  "
"1292",2114,"Final Fantasy: The Spirits Within","Hironobu Sakaguchi"," Adventure    Action    Animation    Fantasy    Science Fiction    Thriller      "
"1293",9950,"Find Me Guilty","Sidney Lumet"," Drama    Action    Comedy    Crime            "
"1294",711,"Finding Forrester","Gus Van Sant"," Drama                     "
"1295",12,"Finding Nemo","Andrew Stanton"," Animation    Family                  "
"1296",866,"Finding Neverland","Marc Forster"," Drama                     "
"1297",13983,"Finishing The Game","Justin Lin"," Comedy                     "
"1298",10724,"Firefox","Clint Eastwood"," Science Fiction    Action    Adventure    Thriller            "
"1299",14438,"Fireproof","Alex Kendrick"," Drama                     "
"1300",11495,"Firestarter","Mark L. Lester"," Fantasy    Drama    Horror    Action    Thriller         "
"1301",244114,"Firestorm","Alan Yuen"," Action    Crime                  "
"1302",9754,"Firewall","Richard Loncraine"," Thriller                     "
"1303",1368,"First Blood","Ted Kotcheff"," Action    Adventure    Thriller    War            "
"1304",6520,"First Knight","Jerry Zucker"," Action    Adventure    Drama    Romance            "
"1305",118452,"First Love, Last Rites","Jesse Peretz"," Drama                     "
"1306",24469,"Fish Tank","Andrea Arnold"," Drama                     "
"1307",56666,"Fiza","Khalid Mohammed"," Drama    Foreign    Romance               "
"1308",3683,"Flags of Our Fathers","Clint Eastwood"," War    Drama    History               "
"1309",8883,"Flame & Citron","Ole Christian Madsen"," Crime    Drama    History    War            "
"1310",3604,"Flash Gordon","Mike Hodges"," Science Fiction                     "
"1311",14914,"Flash of Genius","Marc Abraham"," Drama                     "
"1312",535,"Flashdance","Adrian Lyne"," Drama    Music    Romance               "
"1313",1551,"Flatliners","Joel Schumacher"," Drama    Horror    Science Fiction    Thriller            "
"1314",31582,"Flawless","Joel Schumacher"," Comedy    Drama                  "
"1315",18550,"Fled","Kevin Hooks"," Action    Comedy    Thriller               "
"1316",14012,"Flicka","Michael Mayer"," Drama                     "
"1317",87502,"Flight","Robert Zemeckis"," Drama                     "
"1318",18886,"Flight of the Intruder","John Milius"," Action    Adventure    Drama    Thriller            "
"1319",11866,"Flight of the Phoenix","John Moore"," Action    Adventure    Drama    Thriller            "
"1320",9315,"Flightplan","Robert Schwentke"," Thriller    Drama    Mystery               "
"1321",43949,"Flipped","Rob Reiner"," Romance    Drama                  "
"1322",36355,"Flipper","Alan Shapiro"," Adventure    Family                  "
"1323",2074,"Flirting with Disaster","David O. Russell"," Comedy    Romance                  "
"1324",315664,"Florence Foster Jenkins","Stephen Frears"," Comedy    Drama                  "
"1325",9574,"Flubber","Les Mayfield"," Comedy    Family    Science Fiction               "
"1326",11619,"Flushed Away","David Bowers"," Adventure    Animation    Comedy    Family            "
"1327",133698,"Fly Me to the Moon","Pascal Chaumeil"," Comedy    Romance                  "
"1328",9664,"Flyboys","Tony Bill"," Action    Adventure    Drama    History    Romance    War      "
"1329",19615,"Flying By",""," Drama                     "
"1330",17345,"Flywheel","Alex Kendrick"," Drama    Family                  "
"1331",256591,"Focus","Glenn Ficarra"," Romance    Comedy    Crime    Drama            "
"1332",292539,"Food Chains","Sanjay Rawal"," Documentary                     "
"1333",18570,"Food, Inc.","Robert Kenner"," Documentary                     "
"1334",116977,"Foodfight!","Lawrence Kasanoff"," Animation    Action    Comedy    Family            "
"1335",27455,"Foolish","Dave Meyers"," Comedy    Drama                  "
"1336",8676,"Fool's Gold","Andy Tennant"," Romance    Comedy    Adventure               "
"1337",1788,"Footloose","Herbert Ross"," Drama    Family    Music    Romance            "
"1338",84200,"For a Good Time, Call...","Jamie Travis"," Comedy                     "
"1339",44944,"For Colored Girls","Tyler Perry"," Drama                     "
